symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,dividend_yield_pct,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,per,pbr,roe_pct,consensus_rating,forecast_agreement,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,trust_fee_pct,aum,nisa_tsumitate_eligible,nisa_growth_eligible,installment_available,management_style,distribution_policy,yahoo_symbol,yahoo_symbol_note,yahoo_symbol_checked_at,yahoo_symbol_status,sector_gics,industry_gics,subindustry_gics,tse_33_industry,topix_17,smai_theme_tags,theme_confidence,theme_source,market_cap,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,average_volume,asset_class,region_exposure,is_hedged,per_source,per_as_of,per_quality,pbr_source,pbr_as_of,pbr_quality,roe_pct_source,roe_pct_as_of,roe_pct_quality,dividend_yield_pct_source,dividend_yield_pct_as_of,dividend_yield_pct_quality,market_cap_tier_source,market_cap_tier_as_of,market_cap_tier_quality,market_cap_source,market_cap_as_of,market_cap_quality,expense_ratio_pct_source,expense_ratio_pct_as_of,expense_ratio_pct_quality,aum_source,aum_as_of,aum_quality,average_volume_source,average_volume_as_of,average_volume_quality,data_quality_reasons,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source
8101.T,ＧＳＩクレオス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,ＧＳＩクレオス プライム（内国株式） 卸売業 商社・卸売,none,0,small,,,standard,"dividend,consumer,trading",10.96,0.86,8.17,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8101.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,28654628864,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,31821,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8101,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8103.T,明和産業,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,industrial,明和産業 プライム（内国株式） 卸売業 商社・卸売,high_dividend,4.77,small,,,standard,"dividend,high_dividend,industrial,trading",10.42,0.84,8.6,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8103.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"high_dividend,industrial,trading",0.90,rule_backfill_v2_from_smai_theme_tags,33439688704,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,375008,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8103,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8104.T,クワザワホールディングス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,materials,クワザワホールディングス スタンダード（内国株式） 卸売業 商社・卸売,none,0,micro,,,standard,"dividend,materials,trading",8.63,0.54,6.41,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8104.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"materials,trading",0.90,rule_backfill_v2_from_smai_theme_tags,9408615424,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,14460,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8104,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8105.T,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ スタンダード（内国株式） 卸売業 商社・卸売,none,0,small,,,standard,"dividend,consumer,trading",,3.79,-16.09,,,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8105.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,9925976064,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,9698514,,,,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8105,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8107.T,キムラタン,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,キムラタン スタンダード（内国株式） 繊維製品 素材・化学,none,0,micro,,,standard,"balanced,consumer",,5.13,-7.05,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8107.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,繊維製品,素材・化学,consumer,0.80,rule_backfill_v1,9087046656,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,448140,,,,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8107,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8111.T,ゴールドウイン,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,ゴールドウイン プライム（内国株式） 繊維製品 素材・化学,none,0,mid,,,standard,"balanced,consumer",12.04,2.24,19.98,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8111.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,繊維製品,素材・化学,consumer,0.80,rule_backfill_v1,296584282112,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,480683,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8111,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8115.T,ムーンバット,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,ムーンバット スタンダード（内国株式） 卸売業 商社・卸売,none,0,micro,,,standard,"dividend,consumer,trading",12.5,1.25,10.12,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8115.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,7968835584,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,4326,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8115,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8117.T,中央自動車工業,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,automotive,consumer,中央自動車工業 スタンダード（内国株式） 卸売業 商社・卸売,none,0,mid,,,standard,"dividend,automotive,consumer,trading",11.25,1.73,16.26,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8117.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"automotive,consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,110198087680,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,126536,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8117,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8118.T,キング,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,キング スタンダード（内国株式） 繊維製品 素材・化学,none,0,small,,,standard,"balanced,consumer",28.53,0.77,2.74,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8118.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,繊維製品,素材・化学,consumer,0.80,rule_backfill_v1,19529910272,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,3588,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8118,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8119.T,三栄コーポレーション,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,三栄コーポレーション スタンダード（内国株式） 卸売業 商社・卸売,none,0,micro,,,standard,"dividend,consumer,trading",12.68,0.49,4.05,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8119.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,7157536256,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,4372,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8119,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8123.T,川辺,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,川辺 スタンダード（内国株式） 卸売業 商社・卸売,high_dividend,3.79,micro,,,standard,"dividend,consumer,high_dividend,trading",13.13,0.33,2.56,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8123.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,high_dividend,trading",0.90,rule_backfill_v2_from_smai_theme_tags,2441552896,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,949,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8123,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8125.T,ワキタ,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,industrial,ワキタ プライム（内国株式） 卸売業 商社・卸売,high_dividend,5.92,small,,,standard,"dividend,high_dividend,industrial,trading",23.75,0.81,3.46,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8125.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"high_dividend,industrial,trading",0.90,rule_backfill_v2_from_smai_theme_tags,83345457152,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,152632,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8125,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8127.T,ヤマトインターナショナル,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,ヤマトインターナショナル スタンダード（内国株式） 繊維製品 素材・化学,dividend,2.69,small,,,standard,"balanced,consumer",82.63,0.67,0.82,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8127.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,繊維製品,素材・化学,consumer,0.80,rule_backfill_v1,11910396928,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,20626,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8127,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8129.T,東邦ホールディングス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,healthcare,東邦ホールディングス プライム（内国株式） 卸売業 商社・卸売,none,0,mid,,,standard,"dividend,healthcare,trading",16.05,1,6.56,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8129.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"healthcare,trading",0.90,rule_backfill_v2_from_smai_theme_tags,247677812736,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,135624,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8129,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8130.T,サンゲツ,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,サンゲツ プライム（内国株式） 卸売業 商社・卸売,none,0,mid,,,standard,"dividend,consumer,trading",11.55,1.39,12.32,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8130.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,171730567168,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,184921,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8130,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8131.T,ミツウロコグループホールディングス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,energy,ミツウロコグループホールディングス スタンダード（内国株式） 卸売業 商社・卸売,high_dividend,3.75,small,,,standard,"dividend,energy,high_dividend,trading",10.46,0.89,9.01,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8131.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"energy,high_dividend,trading",0.90,rule_backfill_v2_from_smai_theme_tags,103825195008,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,59218,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8131,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8132.T,シナネンホールディングス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,energy,シナネンホールディングス プライム（内国株式） 卸売業 商社・卸売,none,0,small,,,standard,"dividend,energy,trading",18.25,1.35,7.7,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8132.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"energy,trading",0.90,rule_backfill_v2_from_smai_theme_tags,78544953344,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,8811,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8132,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8133.T,伊藤忠エネクス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,industrial,伊藤忠エネクス プライム（内国株式） 卸売業 商社・卸売,high_dividend,3.38,mid,,,standard,"dividend,high_dividend,industrial,trading",13.59,1.2,8.88,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8133.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"high_dividend,industrial,trading",0.90,rule_backfill_v2_from_smai_theme_tags,225488994304,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,123673,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8133,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8135.T,ゼット,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,ゼット スタンダード（内国株式） 卸売業 商社・卸売,none,0,micro,,,standard,"dividend,consumer,trading",8.32,0.53,6.52,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8135.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,8143095296,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,25449,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8135,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8136.T,サンリオ,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,サンリオ プライム（内国株式） 卸売業 商社・卸売,dividend,1.49,large,,,standard,"dividend,consumer,trading",22.73,8.17,,,,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8136.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,1219122561024,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,25009531,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8136,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8137.T,サンワテクノス,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,technology,サンワテクノス プライム（内国株式） 卸売業 商社・卸売,high_dividend,3.17,small,,,standard,"dividend,high_dividend,technology,trading",17.76,1.11,6.36,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8137.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"high_dividend,technology,trading",0.90,rule_backfill_v2_from_smai_theme_tags,57553866752,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,65109,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8137,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8138.T,三京化成,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,materials,三京化成 スタンダード（内国株式） 卸売業 商社・卸売,none,0,micro,,,standard,"dividend,materials,trading",4.71,0.39,8.4,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8138.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"materials,trading",0.90,rule_backfill_v2_from_smai_theme_tags,3600487936,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,463,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8138,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8139.T,ナガホリ,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,ナガホリ スタンダード（内国株式） 卸売業 商社・卸売,none,0,small,,,standard,"dividend,consumer,trading",88.72,2.55,8.11,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8139.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,trading",0.90,rule_backfill_v2_from_smai_theme_tags,30900111360,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,32754,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8139,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8141.T,新光商事,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,technology,新光商事 プライム（内国株式） 卸売業 商社・卸売,none,0,small,,,standard,"dividend,technology,trading",40.72,0.86,2.21,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8141.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"technology,trading",0.90,rule_backfill_v2_from_smai_theme_tags,44937543680,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,479360,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8141,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
8142.T,トーホー,jp,stock,JPY,sbi_securities,unknown,growth,lump_sum,true,true,false,false,trading,consumer,トーホー プライム（内国株式） 卸売業 商社・卸売,high_dividend,3.77,small,,,standard,"dividend,consumer,high_dividend,trading",9.15,1.21,13.96,,,OK,LOW,yahoo,2026-06-01,2026-06-01T13:57:27.182252+09:00,,,false,true,,,,8142.T,,2026-06-25T22:54:22.115452+09:00,generated,,,,卸売業,商社・卸売,"consumer,high_dividend,trading",0.90,rule_backfill_v2_from_smai_theme_tags,42948153344,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,104214,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,Japan,TSE,8142,Japan,JPY,JPY,JPY,,japan,LOW,unknown,not_applicable,,not_applicable,,
