symbol,name,market,asset_type,currency,theme,sector,index_family,expense_ratio_pct,complexity,tags,aliases,is_leveraged,is_inverse,source_market_segment
2562.T,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,jp,etf,JPY,index,index,,0.25,beginner,"low_cost,balanced",上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり ダウ・ジョーンズ工業株価平均（TTM、円建て、円ヘッジ）,false,false,
2846.T,ＮＥＸＴ ＦＵＮＤＳ ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.30,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信 ダウ・ジョーンズ工業株３０種平均株価（TTM、円建て、円ヘッジ、税引前配当込み）,false,false,
2235.T,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,jp,etf,JPY,index,index,,0.25,beginner,"low_cost,balanced",上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし ダウ・ジョーンズ工業株価平均（TTM、円建て）,false,false,
2241.T,ＭＡＸＩＳ ＮＹダウ上場投信,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＭＡＸＩＳ ＮＹダウ上場投信 ダウ・ジョーンズ工業株価平均（円換算ベース）,false,false,
2242.T,ＭＡＸＩＳ ＮＹダウ上場投信（為替ヘッジあり）,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＭＡＸＩＳ ＮＹダウ上場投信（為替ヘッジあり） ダウ・ジョーンズ工業株価平均（ＴＴＭ、円建て、円ヘッジ）,false,false,
2088.T,NZAM 上場投信 NYダウ30（為替ヘッジあり）,jp,etf,JPY,index,index,,0.25,beginner,"low_cost,balanced",NZAM 上場投信 NYダウ30（為替ヘッジあり） ダウ・ジョーンズ工業株価平均（配当込み、TTM、円建て、円ヘッジ）,false,false,
1547.T,上場インデックスファンド米国株式（S&P500）,jp,etf,JPY,index,index,sp500,0.15,beginner,"low_cost,balanced",上場インデックスファンド米国株式（S&P500） S&P500指数,false,false,
1557.T,State Street® SPDR® S&P 500® ETF(注2),jp,etf,JPY,index,index,sp500,0.0945,beginner,"low_cost,balanced",State Street® SPDR® S&P 500® ETF(注2) S&P500指数,false,false,
2558.T,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,jp,etf,JPY,index,index,sp500,0.06,beginner,"low_cost,balanced",ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信 S&P500指数,false,false,
2633.T,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 指数（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,sp500,0.06,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 指数（為替ヘッジなし）連動型上場投信 S&P 500（税引前配当込み）,false,false,
1655.T,iシェアーズ S&P 500 米国株 ETF,jp,etf,JPY,index,index,sp500,0.06,beginner,"low_cost,balanced",iシェアーズ S&P 500 米国株 ETF S&P500®（税引後配当込み、TTM、円建て）,false,false,
2521.T,上場インデックスファンド米国株式（S&P500）為替ヘッジあり,jp,etf,JPY,index,index,sp500,0.15,beginner,"low_cost,balanced",上場インデックスファンド米国株式（S&P500）為替ヘッジあり S&P500指数（円ヘッジ）,false,false,
2563.T,iシェアーズ S&P 500 米国株 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,sp500,0.07,beginner,"low_cost,balanced",iシェアーズ S&P 500 米国株 ETF（為替ヘッジあり） S&P500®（税引後配当込み、TTM、円建て、円ヘッジ）,false,false,
2630.T,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり） Ｓ＆Ｐ５００指数（円ヘッジ・円換算ベース）,false,false,
2634.T,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 指数（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,sp500,0.07,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 指数（為替ヘッジあり）連動型上場投信 S&P 500（TTM、円建て、円ヘッジ、税引前配当込み）,false,false,
2247.T,iFreeETF S&P500（為替ヘッジなし）,jp,etf,JPY,index,index,sp500,0.07,beginner,"low_cost,balanced",iFreeETF S&P500（為替ヘッジなし） S&P500指数（配当込み、円ベース）,false,false,
2248.T,iFreeETF S&P500（為替ヘッジあり）,jp,etf,JPY,index,index,sp500,0.07,beginner,"low_cost,balanced",iFreeETF S&P500（為替ヘッジあり） S&P500（配当込み、TTM、円建て、円ヘッジ）,false,false,
2086.T,NZAM 上場投信 S＆P500（為替ヘッジあり）,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",NZAM 上場投信 S＆P500（為替ヘッジあり） S＆P500指数（配当込み、TTM、円建て、円ヘッジ）,false,false,
2236.T,グローバルＸ S&P500配当貴族ETF,jp,etf,JPY,index,index,sp500,0.275,beginner,"low_cost,balanced",グローバルＸ S&P500配当貴族ETF S&P 500配当貴族指数（配当込み、円換算ベース）,false,false,
2095.T,グローバルＸ S&P500配当貴族 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,sp500,0.275,beginner,"low_cost,balanced",グローバルＸ S&P500配当貴族 ETF（為替ヘッジあり） S&P 500配当貴族指数（円建て、円ヘッジ、配当込み）,false,false,
364A.T,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 配当貴族指数連動型上場投信,jp,etf,JPY,index,index,sp500,0.105,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 配当貴族指数連動型上場投信 S&P 500 配当貴族指数（税引前配当込み）,false,false,
318A.T,ＶＩＸ短期先物指数ＥＴＦ 先物型,jp,etf,JPY,index,index,sp500,0.89,beginner,"low_cost,balanced",ＶＩＸ短期先物指数ＥＴＦ 先物型 S&P 500 VIX短期先物指数超過リターン,false,false,
313A.T,iシェアーズ S&P 500 トップ 20 ETF,jp,etf,JPY,index,index,sp500,0.40,beginner,"low_cost,balanced",iシェアーズ S&P 500 トップ 20 ETF S&P 500 トップ20セレクト指数（税引後配当込み、TTM、円建て）,false,false,
346A.T,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 半導体・半導体製造装置35％キャップ指数連動型上場投信,jp,etf,JPY,index,index,sp500,0.32,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ 500 半導体・半導体製造装置35％キャップ指数連動型上場投信 S&P 500 半導体・半導体製造装置35％キャップ指数（税引前配当込み）,false,false,
356A.T,グローバルＸ S&P500 キャッシュフロー・トップ100 ETF,jp,etf,JPY,index,index,sp500,0.18,beginner,"low_cost,balanced",グローバルＸ S&P500 キャッシュフロー・トップ100 ETF S&P 500 Quality FCF Aristocrats Index（配当込み、円換算ベース）,false,false,
383A.T,ＭＡＸＩＳ Ｓ＆Ｐ５００均等ウェイト上場投信,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＭＡＸＩＳ Ｓ＆Ｐ５００均等ウェイト上場投信 Ｓ＆Ｐ５００均等ウェイト指数（円換算ベース）,false,false,
426A.T,ニッセイＥＴＦ Ｓ＆Ｐ５００イコール・ウェイト（為替ヘッジなし）,jp,etf,JPY,index,index,,0.186,beginner,"low_cost,balanced",ニッセイＥＴＦ Ｓ＆Ｐ５００イコール・ウェイト（為替ヘッジなし） Ｓ&Ｐ５００イコール・ウェイト指数（配当込み、円換算ベース）,false,false,
449A.T,ステート・ストリート・スパイダー S&P500® ETF（為替ヘッジなし）,jp,etf,JPY,reit,real_estate,sp500,0.0275,beginner,"low_cost,balanced",ステート・ストリート・スパイダー S&P500® ETF（為替ヘッジなし） S&P500®（配当込み、円ベース）,false,false,
450A.T,ステート・ストリート・スパイダー S&P500® ETF（為替ヘッジあり）,jp,etf,JPY,reit,real_estate,sp500,0.0275,beginner,"low_cost,balanced",ステート・ストリート・スパイダー S&P500® ETF（為替ヘッジあり） S&P500®（配当込み、円ヘッジベース）,false,false,
451A.T,ステート・ストリート・スパイダー S&P500®高配当株 ETF,jp,etf,JPY,reit,real_estate,sp500,0.106,beginner,"dividend,balanced",ステート・ストリート・スパイダー S&P500®高配当株 ETF S&P500®高配当指数（配当込み、円ベース）,false,false,
491A.T,iシェアーズ S&P 500 除く金融 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,sp500,0.09,beginner,"low_cost,balanced",iシェアーズ S&P 500 除く金融 ETF（為替ヘッジあり） S&P 500 除く金融 指数（税引後配当込み、TTM、円建て、円ヘッジ）,false,false,
533A.T,NZAM 上場投信 S&P500（為替ヘッジなし）,jp,etf,JPY,index,index,sp500,0.06,beginner,"low_cost,balanced",NZAM 上場投信 S&P500（為替ヘッジなし） S＆P500指数（配当込み、当社円換算ベース）,false,false,
564A.T,グローバルＸ S&P先進国キャッシュフロー・トップ100 ETF,jp,etf,JPY,index,index,msci_world,0.375,beginner,"low_cost,balanced",グローバルＸ S&P先進国キャッシュフロー・トップ100 ETF S&P Developed Ex-Japan Quality FCF Aristocrats Index（配当込み、円換算ベース）,false,false,
1545.T,ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００®（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００®（為替ヘッジなし）連動型上場投信 NASDAQ－１００指数（税引前配当込み）,false,false,
2568.T,上場インデックスファンド米国株式（NASDAQ100）為替ヘッジなし,jp,etf,JPY,index,index,nasdaq100,0.25,beginner,growth,上場インデックスファンド米国株式（NASDAQ100）為替ヘッジなし NASDAQ100指数（円換算ベース）,false,false,
2569.T,上場インデックスファンド米国株式（NASDAQ100）為替ヘッジあり,jp,etf,JPY,index,index,nasdaq100,0.25,beginner,growth,上場インデックスファンド米国株式（NASDAQ100）為替ヘッジあり NASDAQ100指数（円建て、円ヘッジ）,false,false,
2631.T,ＭＡＸＩＳナスダック１００上場投信,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＭＡＸＩＳナスダック１００上場投信 ＮＡＳＤＡＱ１００指数（円換算ベース）,false,false,
2632.T,ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり） ＮＡＳＤＡＱ１００指数（円ヘッジ・円換算ベース）,false,false,
2840.T,iFreeETF NASDAQ100（為替ヘッジなし）,jp,etf,JPY,index,index,nasdaq100,0.1,beginner,growth,iFreeETF NASDAQ100（為替ヘッジなし） NASDAQ100指数（配当込み、円ベース）,false,false,
2841.T,iFreeETF NASDAQ100（為替ヘッジあり）,jp,etf,JPY,index,index,nasdaq100,0.1,beginner,growth,iFreeETF NASDAQ100（為替ヘッジあり） NASDAQ100指数（配当込み、円建て、円ヘッジ）,false,false,
2845.T,ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００®（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.20,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００®（為替ヘッジあり）連動型上場投信 NASDAQ－１００指数（円建て・円ヘッジ・税引前配当込み）,false,false,
2087.T,NZAM 上場投信 NASDAQ100（為替ヘッジあり）,jp,etf,JPY,index,index,nasdaq100,0.20,beginner,growth,NZAM 上場投信 NASDAQ100（為替ヘッジあり） NASDAQ100指数（配当込み、円ヘッジベース）,false,false,
392A.T,iシェアーズ NASDAQ トップ 30 ETF,jp,etf,JPY,index,index,nasdaq100,0.40,beginner,growth,iシェアーズ NASDAQ トップ 30 ETF NASDAQ 100 トップ 30 指数（税引後配当込み、国内投信用、円建て）,false,false,
534A.T,NZAM 上場投信 NASDAQ100（為替ヘッジなし）,jp,etf,JPY,index,index,nasdaq100,0.10,beginner,growth,NZAM 上場投信 NASDAQ100（為替ヘッジなし） NASDAQ100指数（配当込み、当社円換算ベース）,false,false,
1325.T,ＮＥＸＴ ＦＵＮＤＳ ブラジル株式指数・ボベスパ連動型上場投信,jp,etf,JPY,index,index,,0.95,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ブラジル株式指数・ボベスパ連動型上場投信 ボベスパ指数,false,false,
1680.T,上場インデックスファンド海外先進国株式（MSCI-KOKUSAI）,jp,etf,JPY,index,index,msci_world,0.24,beginner,"low_cost,balanced",上場インデックスファンド海外先進国株式（MSCI-KOKUSAI） MSCI-KOKUSAIインデックス,false,false,
1550.T,MAXIS 海外株式（MSCIコクサイ）上場投信,jp,etf,JPY,index,index,,0.15,beginner,"low_cost,balanced",MAXIS 海外株式（MSCIコクサイ）上場投信 MSCI-KOKUSAIインデックス,false,false,
2513.T,ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ‐ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.17,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ‐ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信 MSCI-KOKUSAIインデックス,false,false,
2514.T,ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ‐ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.17,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ‐ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信 MSCI-KOKUSAI指数（円ベース・為替ヘッジあり）,false,false,
1681.T,上場インデックスファンド海外新興国株式（MSCIエマージング）,jp,etf,JPY,index,index,,0.24,beginner,"low_cost,balanced",上場インデックスファンド海外新興国株式（MSCIエマージング） MSCI エマージング・マーケット・インデックス,false,false,
2520.T,ＮＥＸＴ ＦＵＮＤＳ新興国株式・MSCIエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.19,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ新興国株式・MSCIエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信 MSCI エマージング・マーケット・インデックス,false,false,
1554.T,上場インデックスファンド世界株式（MSCI ACWI）除く日本,jp,etf,JPY,index,index,acwi,0.24,beginner,"low_cost,balanced",上場インデックスファンド世界株式（MSCI ACWI）除く日本 MSCI ACWI ex Japanインデックス,false,false,
2559.T,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,jp,etf,JPY,index,index,acwi,0.078,beginner,"low_cost,balanced",ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信 MSCI ACWIインデックス,false,false,
1657.T,iシェアーズ・コア MSCI 先進国株（除く日本）ETF,jp,etf,JPY,index,index,msci_world,0.19,beginner,"low_cost,balanced",iシェアーズ・コア MSCI 先進国株（除く日本）ETF MSCI コクサイ指数（税引後配当込み、国内投信用、円建て）,false,false,
1658.T,iシェアーズ・コア MSCI 新興国株 ETF,jp,etf,JPY,index,index,,0.23,beginner,"low_cost,balanced",iシェアーズ・コア MSCI 新興国株 ETF MSCI エマージング・マーケッツ IMI 指数（税引後配当込み、国内投信用、円建て）,false,false,
536A.T,NZAM 上場投信 先進国株式（MSCI-KOKUSAI）（為替ヘッジなし）,jp,etf,JPY,index,index,msci_world,0.15,beginner,"low_cost,balanced",NZAM 上場投信 先進国株式（MSCI-KOKUSAI）（為替ヘッジなし） MSCIコクサイ・インデックス（配当込み、当社円換算ベース）,false,false,
537A.T,NZAM 上場投信 全世界株式（MSCI ACWI）（為替ヘッジなし）,jp,etf,JPY,index,index,acwi,0.078,beginner,"low_cost,balanced",NZAM 上場投信 全世界株式（MSCI ACWI）（為替ヘッジなし） MSCIオール・カントリー・ワールド・インデックス（配当込み、当社円換算ベース）,false,false,
2522.T,iシェアーズ オートメーション ＆ ロボット ETF,jp,etf,JPY,index,index,,0.48,beginner,"low_cost,balanced",iシェアーズ オートメーション ＆ ロボット ETF ＳＴＯＸＸ グローバルオートメーション アンド ロボティクス インデックス（TTM、円換算、ネットリターン）,false,false,
2859.T,ＮＥＸＴ ＦＵＮＤＳ ユーロ・ストックス 50 指数（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.18,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ユーロ・ストックス 50 指数（為替ヘッジあり）連動型上場投信 ユーロ・ストックス50® 指数（TTM、円建て、円ヘッジ、税引後配当込み）,false,false,
486A.T,ＮＥＸＴ ＦＵＮＤＳ ユーロ・ストックス50指数（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.198,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ユーロ・ストックス50指数（為替ヘッジなし）連動型上場投信 ユーロ・ストックス50® 指数（TTM、円建て、税引後配当込み）,false,false,
2860.T,ＮＥＸＴ ＦＵＮＤＳ ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.18,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信 DAX®（ドイツ株価指数）（TTM、円建て、円ヘッジ、税引後配当込み）,false,false,
487A.T,ＮＥＸＴ ＦＵＮＤＳ ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.198,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信 DAX®（ドイツ株価指数）（TTM、円建て、税引後配当込み）,false,false,
2089.T,NZAM 上場投信 DAX（為替ヘッジあり）,jp,etf,JPY,index,index,,0.18,beginner,"low_cost,balanced",NZAM 上場投信 DAX（為替ヘッジあり） DAX指数（配当込み、円ヘッジベース）,false,false,
535A.T,NZAM 上場投信 DAX（為替ヘッジなし）,jp,etf,JPY,index,index,,0.18,beginner,"low_cost,balanced",NZAM 上場投信 DAX（為替ヘッジなし） DAX指数（配当込み、当社円換算ベース）,false,false,
2867.T,グローバルＸ 自動運転＆EV ETF,jp,etf,JPY,index,index,,0.64,beginner,"low_cost,balanced",グローバルＸ 自動運転＆EV ETF Solactive Autonomous & Electric Vehicles Index（円換算）,false,false,
2243.T,グローバルＸ 半導体 ETF,jp,etf,JPY,index,index,,0.375,beginner,"low_cost,balanced",グローバルＸ 半導体 ETF フィラデルフィア半導体株指数（配当込み、円換算ベース）,false,false,
2244.T,グローバルＸ US テック・トップ20 ETF,jp,etf,JPY,index,index,,0.375,beginner,"low_cost,balanced",グローバルＸ US テック・トップ20 ETF FactSet US Tech Top 20 Index（配当込み、円換算ベース）,false,false,
2252.T,グローバルＸ Morningstar 米国中小型 Moat ETF,jp,etf,JPY,index,index,small_us,0.375,beginner,"low_cost,balanced",グローバルＸ Morningstar 米国中小型 Moat ETF Morningstar®米国中小型モート・フォーカス株式指数℠（税引前配当込み、円換算ベース）,false,false,
2253.T,グローバルＸ スーパーディビィデンド-US ETF,jp,etf,JPY,index,index,,0.475,beginner,"low_cost,balanced",グローバルＸ スーパーディビィデンド-US ETF Indxx SuperDividend® U.S. Low Volatility Index（円換算）,false,false,
2254.T,グローバルＸ チャイナEV＆バッテリー ETF,jp,etf,JPY,index,index,,0.705,beginner,"low_cost,balanced",グローバルＸ チャイナEV＆バッテリー ETF Solactive China Electric Vehicle and Battery Index（円換算）,false,false,
2013.T,iシェアーズ 米国高配当株 ETF,jp,etf,JPY,index,index,,0.11,beginner,"dividend,balanced",iシェアーズ 米国高配当株 ETF Morningstar配当利回りフォーカス指数（税引後配当込み、国内投信用、円建て）,false,false,
2014.T,iシェアーズ 米国連続増配株 ETF,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",iシェアーズ 米国連続増配株 ETF Morningstar米国配当成長株式指数（税引後配当込み、国内投信用、円建て）,false,false,
178A.T,グローバルＸ 革新的優良企業 ETF,jp,etf,JPY,index,index,,0.375,beginner,"low_cost,balanced",グローバルＸ 革新的優良企業 ETF Mirae Asset Global Innovative Bluechip Top 10+ Index（配当込み、円換算）,false,false,
223A.T,グローバルＸ AI＆ビッグデータ ETF,jp,etf,JPY,index,index,,0.705,beginner,"low_cost,balanced",グローバルＸ AI＆ビッグデータ ETF Indxx Artificial Intelligence & Big Data Index（円換算）,false,false,
224A.T,グローバルＸ ウラニウムビジネス ETF,jp,etf,JPY,index,index,,0.715,beginner,"low_cost,balanced",グローバルＸ ウラニウムビジネス ETF Solactive Global Uranium & Nuclear Components Total Return Index（円換算）,false,false,
273A.T,ＳＢＩ サウジアラビア株式上場投信,jp,etf,JPY,index,index,,0.175,beginner,"low_cost,balanced",ＳＢＩ サウジアラビア株式上場投信 ＭＳＣＩ サウジアラビア・インデックス（円換算ベース）,false,false,
283A.T,グローバルＸ US テック・配当貴族 ETF,jp,etf,JPY,index,index,,0.275,beginner,"low_cost,balanced",グローバルＸ US テック・配当貴族 ETF S&Pテクノロジー配当貴族指数 (TTM 円建て、トータルリターン),false,false,
295A.T,Ｏｎｅ ＥＴＦ ＦＴＳＥ・サウジアラビア・インデックス,jp,etf,JPY,index,index,,0.29,beginner,"low_cost,balanced",Ｏｎｅ ＥＴＦ ＦＴＳＥ・サウジアラビア・インデックス FTSE Saudi Arabia Index（円換算ベース）,false,false,
316A.T,iFreeETF FANG+,jp,etf,JPY,index,index,,0.55,beginner,"low_cost,balanced",iFreeETF FANG+ NYSE FANG+指数（配当込み、円ベース）,false,false,
363A.T,iFreeETF 英国FTSE100,jp,etf,JPY,index,index,,0.18,beginner,"low_cost,balanced",iFreeETF 英国FTSE100 FTSE 100指数（配当込み、円ベース）,false,false,
380A.T,グローバルＸ チャイナテック ETF,jp,etf,JPY,index,index,,0.375,beginner,"low_cost,balanced",グローバルＸ チャイナテック ETF Hang Seng TECH Index（配当込み、円換算ベース）,false,false,
404A.T,グローバルＸ チャイナテック・トップ10 ETF,jp,etf,JPY,index,index,,0.375,beginner,"low_cost,balanced",グローバルＸ チャイナテック・トップ10 ETF Mirae Asset China Tech Top 10 Index（配当込み、円換算ベース）,false,false,
412A.T,ＮＥＸＴ ＦＵＮＤＳ ＴＩＰ ＦａｃｔＳｅｔ 台湾イノベイティブ・テクノロジー50 指数連動型上場投信,jp,etf,JPY,index,index,,0.743,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ ＴＩＰ ＦａｃｔＳｅｔ 台湾イノベイティブ・テクノロジー50 指数連動型上場投信 TIP FactSet 台湾イノベイティブ・テクノロジー50 指数（税引前配当込み）,false,false,
413A.T,iFreeETF キャセイ台湾テックリーダー指数,jp,etf,JPY,index,index,,0.721,beginner,"low_cost,balanced",iFreeETF キャセイ台湾テックリーダー指数 TIP FactSet Taiwan Technology Leader & Communications指数（配当込み、円ベース）,false,false,
466A.T,グローバルＸ 防衛テック ETF,jp,etf,JPY,index,index,,0.525,beginner,"low_cost,balanced",グローバルＸ 防衛テック ETF Global X Defense Tech Index（円換算ベース）,false,false,
512A.T,グローバルＸ ステーブルコイン＆トークンビジネス ETF（除く日本）,jp,etf,JPY,index,index,,0.64,leveraged,,グローバルＸ ステーブルコイン＆トークンビジネス ETF（除く日本） Mirae Asset Stablecoins and Tokenization ex-Japan Index（配当込み、円換算ベース）,true,false,
552A.T,ＭＡＸＩＳ米国ＡＩインフラ株上場投信,jp,etf,JPY,index,index,,0.475,beginner,"low_cost,balanced",ＭＡＸＩＳ米国ＡＩインフラ株上場投信 ＮＹＳＥ ＦａｃｔＳｅｔ Ｕ．Ｓ． ＡＩ Ｉｎｆｒａｓｔｒｕｃｔｕｒｅ Ｉｎｄｅｘ（円換算ベース）,false,false,
579A.T,グローバルＸ 銀ビジネス ETF,jp,etf,JPY,commodity,index,,0.6775,beginner,balanced,グローバルＸ 銀ビジネス ETF Solactive Global Silver Miners Total Return Index（円換算ベース）,false,false,
580A.T,グローバルＸ 銅ビジネス ETF,jp,etf,JPY,index,index,,0.6775,beginner,"low_cost,balanced",グローバルＸ 銅ビジネス ETF Solactive Global Copper Miners Total Return Index（円換算ベース）,false,false,
2510.T,ＮＥＸＴ ＦＵＮＤＳ 国内債券・ＮＯＭＵＲＡ‐ＢＰＩ総合連動型上場投信,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ 国内債券・ＮＯＭＵＲＡ‐ＢＰＩ総合連動型上場投信 NOMURA-BPI総合,false,false,
2561.T,iシェアーズ・コア 日本国債 ETF,jp,etf,JPY,index,index,,0.06,beginner,"low_cost,balanced",iシェアーズ・コア 日本国債 ETF ＦＴＳＥ日本国債インデックス,false,false,
236A.T,iシェアーズ 日本国債7-10年 ETF,jp,etf,JPY,index,index,,0.06,beginner,"low_cost,balanced",iシェアーズ 日本国債7-10年 ETF ＦＴＳＥ日本国債7-10年インデックス,false,false,
488A.T,iシェアーズ 円高フォーカス ETF,jp,etf,JPY,index,index,,0.30,beginner,"low_cost,balanced",iシェアーズ 円高フォーカス ETF FTSE円ドルロング日本国債0-1年(含短国)インデックス,false,false,
570A.T,iシェアーズ 日本国債0-1年 ETF,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",iシェアーズ 日本国債0-1年 ETF ＦＴＳＥ日本国債0-1年インデックス,false,false,
571A.T,iシェアーズ 日本国債1-3年 ETF,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",iシェアーズ 日本国債1-3年 ETF ＦＴＳＥ日本国債1-3年インデックス,false,false,
572A.T,iシェアーズ 日本国債3-7年 ETF,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",iシェアーズ 日本国債3-7年 ETF ＦＴＳＥ日本国債3-7年インデックス,false,false,
573A.T,iシェアーズ 日本国債20年超 ETF,jp,etf,JPY,index,index,,0.07,beginner,"low_cost,balanced",iシェアーズ 日本国債20年超 ETF ＦＴＳＥ日本国債20年超セレクト・インデックス,false,false,
1349.T,ABF汎アジア債券インデックス・ファンド(アジア国債・公債ETF)(注2),jp,etf,JPY,index,index,,0.18,beginner,"low_cost,balanced",ABF汎アジア債券インデックス・ファンド(アジア国債・公債ETF)(注2) Markit iBoxx ABF 汎アジア指数,false,false,
1677.T,上場インデックスファンド海外債券（FTSE WGBI）毎月分配型,jp,etf,JPY,index,index,,0.25,beginner,"low_cost,balanced",上場インデックスファンド海外債券（FTSE WGBI）毎月分配型 FTSE世界国債インデックス（除く日本、ヘッジなし・円ベース）,false,false,
2511.T,ＮＥＸＴ ＦＵＮＤＳ 外国債券・FTSE世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ 外国債券・FTSE世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信 FTSE世界国債インデックス（除く日本、ヘッジなし・円ベース）,false,false,
2512.T,ＮＥＸＴ ＦＵＮＤＳ 外国債券・FTSE世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ 外国債券・FTSE世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信 FTSE世界国債インデックス（除く日本、円ヘッジ・円ベース）,false,false,
