code,security_name,market,asset_type,currency,theme,sector,tags,aliases,market_cap_tier,source_market_segment,source_industry_33,source_industry_17,source_scale_category
3177,ありがとうサービス,jp,stock,JPY,consumer,consumer,balanced,ありがとうサービス スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3178,チムニー,jp,stock,JPY,consumer,consumer,balanced,チムニー スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3179,シュッピン,jp,stock,JPY,consumer,consumer,balanced,シュッピン プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3180,ビューティガレージ,jp,stock,JPY,trading,industrial,dividend,ビューティガレージ プライム（内国株式） 卸売業 商社・卸売,small,プライム（内国株式）,卸売業,商社・卸売,TOPIX Small 2
3181,買取王国,jp,stock,JPY,consumer,consumer,balanced,買取王国 スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3182,オイシックス・ラ・大地,jp,stock,JPY,consumer,consumer,balanced,オイシックス・ラ・大地 プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 1
3183,ウイン・パートナーズ,jp,stock,JPY,trading,industrial,dividend,ウイン・パートナーズ プライム（内国株式） 卸売業 商社・卸売,small,プライム（内国株式）,卸売業,商社・卸売,TOPIX Small 2
3184,ＩＣＤＡホールディングス,jp,stock,JPY,consumer,consumer,balanced,ＩＣＤＡホールディングス スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3185,夢展望,jp,stock,JPY,consumer,consumer,balanced,夢展望 グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
3186,ネクステージ,jp,stock,JPY,consumer,consumer,balanced,ネクステージ プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 1
3187,ミラタップ,jp,stock,JPY,consumer,consumer,balanced,ミラタップ グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
3189,ＡＮＡＰホールディングス,jp,stock,JPY,consumer,consumer,balanced,ＡＮＡＰホールディングス スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3190,ホットマン,jp,stock,JPY,consumer,consumer,balanced,ホットマン スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3191,ジョイフル本田,jp,stock,JPY,consumer,consumer,balanced,ジョイフル本田 プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 1
3192,白鳩,jp,stock,JPY,consumer,consumer,balanced,白鳩 スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3193,エターナルホスピタリティグループ,jp,stock,JPY,consumer,consumer,balanced,エターナルホスピタリティグループ プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3195,ジェネレーションパス,jp,stock,JPY,consumer,consumer,balanced,ジェネレーションパス グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
3196,ホットランドホールディングス,jp,stock,JPY,consumer,consumer,balanced,ホットランドホールディングス プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3197,すかいらーくホールディングス,jp,stock,JPY,consumer,consumer,balanced,すかいらーくホールディングス プライム（内国株式） 小売業 小売,mid,プライム（内国株式）,小売業,小売,TOPIX Mid400
3198,ＳＦＰホールディングス,jp,stock,JPY,consumer,consumer,balanced,ＳＦＰホールディングス プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3199,綿半ホールディングス,jp,stock,JPY,consumer,consumer,balanced,綿半ホールディングス プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
319A,技術承継機構,jp,stock,JPY,balanced,materials,value,技術承継機構 グロース（内国株式） 金属製品 建設・資材,,グロース（内国株式）,金属製品,建設・資材,-
3201,日本毛織,jp,stock,JPY,consumer,consumer,balanced,日本毛織 プライム（内国株式） 繊維製品 素材・化学,small,プライム（内国株式）,繊維製品,素材・化学,TOPIX Small 1
3202,ダイトウボウ,jp,stock,JPY,consumer,consumer,balanced,ダイトウボウ スタンダード（内国株式） 繊維製品 素材・化学,,スタンダード（内国株式）,繊維製品,素材・化学,-
3204,トーア紡コーポレーション,jp,stock,JPY,consumer,consumer,balanced,トーア紡コーポレーション スタンダード（内国株式） 繊維製品 素材・化学,,スタンダード（内国株式）,繊維製品,素材・化学,-
3205,ダイドーリミテッド,jp,stock,JPY,consumer,consumer,balanced,ダイドーリミテッド スタンダード（内国株式） 繊維製品 素材・化学,,スタンダード（内国株式）,繊維製品,素材・化学,-
3221,ヨシックスホールディングス,jp,stock,JPY,consumer,consumer,balanced,ヨシックスホールディングス プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3222,ユナイテッド・スーパーマーケット・ホールディングス,jp,stock,JPY,consumer,consumer,balanced,ユナイテッド・スーパーマーケット・ホールディングス スタンダード（内国株式） 小売業 小売,small,スタンダード（内国株式）,小売業,小売,TOPIX Small 1
3223,エスエルディー,jp,stock,JPY,consumer,consumer,balanced,エスエルディー スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3224,ゼネラル・オイスター,jp,stock,JPY,consumer,consumer,balanced,ゼネラル・オイスター グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
3231,野村不動産ホールディングス,jp,stock,JPY,balanced,real_estate,balanced,野村不動産ホールディングス プライム（内国株式） 不動産業 不動産,mid,プライム（内国株式）,不動産業,不動産,TOPIX Mid400
3232,三重交通グループホールディングス,jp,stock,JPY,balanced,real_estate,balanced,三重交通グループホールディングス プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3236,プロパスト,jp,stock,JPY,balanced,real_estate,balanced,プロパスト スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3237,イントランス,jp,stock,JPY,balanced,real_estate,balanced,イントランス グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
3238,セントラル総合開発,jp,stock,JPY,balanced,real_estate,balanced,セントラル総合開発 スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
323A,フライヤー,jp,stock,JPY,technology,technology,growth,フライヤー グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3241,ウィル,jp,stock,JPY,balanced,real_estate,balanced,ウィル スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3242,アーバネットコーポレーション,jp,stock,JPY,balanced,real_estate,balanced,アーバネットコーポレーション スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3245,ディア・ライフ,jp,stock,JPY,balanced,real_estate,balanced,ディア・ライフ プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3246,コーセーアールイー,jp,stock,JPY,balanced,real_estate,balanced,コーセーアールイー スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3248,アールエイジ,jp,stock,JPY,balanced,real_estate,balanced,アールエイジ スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
324A,ブッキングリゾート,jp,stock,JPY,consumer,consumer,balanced,ブッキングリゾート グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
3252,地主,jp,stock,JPY,balanced,real_estate,balanced,地主 プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
325A,ＴＥＮＴＩＡＬ,jp,stock,JPY,consumer,consumer,balanced,ＴＥＮＴＩＡＬ グロース（内国株式） 繊維製品 素材・化学,,グロース（内国株式）,繊維製品,素材・化学,-
3261,グランディーズ,jp,stock,JPY,balanced,real_estate,balanced,グランディーズ グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
3266,ファンドクリエーショングループ,jp,stock,JPY,balanced,real_estate,balanced,ファンドクリエーショングループ スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3267,フィル・カンパニー,jp,stock,JPY,balanced,industrial,balanced,フィル・カンパニー スタンダード（内国株式） 建設業 建設・資材,small,スタンダード（内国株式）,建設業,建設・資材,TOPIX Small 2
3271,ＴＨＥグローバル社,jp,stock,JPY,balanced,real_estate,balanced,ＴＨＥグローバル社 スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3276,ＪＰＭＣ,jp,stock,JPY,balanced,real_estate,balanced,ＪＰＭＣ プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3277,サンセイランディック,jp,stock,JPY,balanced,real_estate,balanced,サンセイランディック スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3280,エストラスト,jp,stock,JPY,balanced,real_estate,balanced,エストラスト スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3284,フージャースホールディングス,jp,stock,JPY,balanced,real_estate,balanced,フージャースホールディングス プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3286,トラストホールディングス,jp,stock,JPY,balanced,real_estate,balanced,トラストホールディングス スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3288,オープンハウスグループ,jp,stock,JPY,balanced,real_estate,balanced,オープンハウスグループ プライム（内国株式） 不動産業 不動産,mid,プライム（内国株式）,不動産業,不動産,TOPIX Mid400
3289,東急不動産ホールディングス,jp,stock,JPY,balanced,real_estate,balanced,東急不動産ホールディングス プライム（内国株式） 不動産業 不動産,mid,プライム（内国株式）,不動産業,不動産,TOPIX Mid400
3291,飯田グループホールディングス,jp,stock,JPY,balanced,real_estate,balanced,飯田グループホールディングス プライム（内国株式） 不動産業 不動産,mid,プライム（内国株式）,不動産業,不動産,TOPIX Mid400
3293,アズマハウス,jp,stock,JPY,balanced,real_estate,balanced,アズマハウス スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3294,イーグランド,jp,stock,JPY,balanced,real_estate,balanced,イーグランド スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3297,東武住販,jp,stock,JPY,balanced,real_estate,balanced,東武住販 スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3299,ムゲンエステート,jp,stock,JPY,balanced,real_estate,balanced,ムゲンエステート スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3300,アンビション　ＤＸ　ホールディングス,jp,stock,JPY,balanced,real_estate,balanced,アンビション　ＤＸ　ホールディングス グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
3302,帝国繊維,jp,stock,JPY,consumer,consumer,balanced,帝国繊維 プライム（内国株式） 繊維製品 素材・化学,small,プライム（内国株式）,繊維製品,素材・化学,TOPIX Small 2
3306,日本製麻,jp,stock,JPY,trading,industrial,dividend,日本製麻 スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
330A,ＴａｌｅｎｔＸ,jp,stock,JPY,technology,technology,growth,ＴａｌｅｎｔＸ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3315,日本コークス工業,jp,stock,JPY,energy,energy,dividend,日本コークス工業 プライム（内国株式） 石油・石炭製品 エネルギー資源,small,プライム（内国株式）,石油・石炭製品,エネルギー資源,TOPIX Small 2
3317,フライングガーデン,jp,stock,JPY,consumer,consumer,balanced,フライングガーデン スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
331A,メディックス,jp,stock,JPY,consumer,consumer,balanced,メディックス スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
3320,クロスプラス,jp,stock,JPY,trading,industrial,dividend,クロスプラス スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3321,ミタチ産業,jp,stock,JPY,trading,industrial,dividend,ミタチ産業 スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3323,レカム,jp,stock,JPY,trading,industrial,dividend,レカム スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3326,ランシステム,jp,stock,JPY,consumer,consumer,balanced,ランシステム スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
3329,東和フードサービス,jp,stock,JPY,consumer,consumer,balanced,東和フードサービス スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
332A,ミーク,jp,stock,JPY,technology,technology,growth,ミーク グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3333,あさひ,jp,stock,JPY,consumer,consumer,balanced,あさひ プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3349,コスモス薬品,jp,stock,JPY,consumer,consumer,balanced,コスモス薬品 プライム（内国株式） 小売業 小売,mid,プライム（内国株式）,小売業,小売,TOPIX Mid400
334A,ビジュアル・プロセッシング・ジャパン,jp,stock,JPY,technology,technology,growth,ビジュアル・プロセッシング・ジャパン グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3350,メタプラネット,jp,stock,JPY,trading,industrial,dividend,メタプラネット スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3352,バッファロー,jp,stock,JPY,consumer,consumer,balanced,バッファロー スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3353,メディカル一光グループ,jp,stock,JPY,consumer,consumer,balanced,メディカル一光グループ スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3355,クリヤマホールディングス,jp,stock,JPY,trading,industrial,dividend,クリヤマホールディングス スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,jp,stock,JPY,consumer,consumer,balanced,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3359,ｃｏｔｔａ,jp,stock,JPY,trading,industrial,dividend,ｃｏｔｔａ グロース（内国株式） 卸売業 商社・卸売,,グロース（内国株式）,卸売業,商社・卸売,-
335A,ミライロ,jp,stock,JPY,technology,technology,growth,ミライロ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3360,シップヘルスケアホールディングス,jp,stock,JPY,trading,industrial,dividend,シップヘルスケアホールディングス プライム（内国株式） 卸売業 商社・卸売,mid,プライム（内国株式）,卸売業,商社・卸売,TOPIX Mid400
3361,トーエル,jp,stock,JPY,consumer,consumer,balanced,トーエル スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
336A,ダイナミックマッププラットフォーム,jp,stock,JPY,technology,technology,growth,ダイナミックマッププラットフォーム グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3370,フジタコーポレーション,jp,stock,JPY,consumer,consumer,balanced,フジタコーポレーション スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3371,ソフトクリエイトホールディングス,jp,stock,JPY,technology,technology,growth,ソフトクリエイトホールディングス プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3372,関門海,jp,stock,JPY,consumer,consumer,balanced,関門海 スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3374,内外テック,jp,stock,JPY,trading,industrial,dividend,内外テック スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3375,ＺＯＡ,jp,stock,JPY,consumer,consumer,balanced,ＺＯＡ スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3377,バイク王＆カンパニー,jp,stock,JPY,trading,industrial,dividend,バイク王＆カンパニー スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3382,セブン＆アイ・ホールディングス,jp,stock,JPY,consumer,consumer,balanced,セブン＆アイ・ホールディングス プライム（内国株式） 小売業 小売,mega,プライム（内国株式）,小売業,小売,TOPIX Core30
3386,コスモ・バイオ,jp,stock,JPY,trading,industrial,dividend,コスモ・バイオ スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3387,クリエイト・レストランツ・ホールディングス,jp,stock,JPY,consumer,consumer,balanced,クリエイト・レストランツ・ホールディングス プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 1
3388,明治電機工業,jp,stock,JPY,trading,industrial,dividend,明治電機工業 プライム（内国株式） 卸売業 商社・卸売,small,プライム（内国株式）,卸売業,商社・卸売,TOPIX Small 2
338A,ＺｅｎｍｕＴｅｃｈ,jp,stock,JPY,technology,technology,growth,ＺｅｎｍｕＴｅｃｈ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3391,ツルハホールディングス,jp,stock,JPY,consumer,consumer,balanced,ツルハホールディングス プライム（内国株式） 小売業 小売,mid,プライム（内国株式）,小売業,小売,TOPIX Mid400
3392,デリカフーズホールディングス,jp,stock,JPY,trading,industrial,dividend,デリカフーズホールディングス スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3393,スターティアホールディングス,jp,stock,JPY,trading,industrial,dividend,スターティアホールディングス プライム（内国株式） 卸売業 商社・卸売,,プライム（内国株式）,卸売業,商社・卸売,-
3395,サンマルクホールディングス,jp,stock,JPY,consumer,consumer,balanced,サンマルクホールディングス プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 1
3396,フェリシモ,jp,stock,JPY,consumer,consumer,balanced,フェリシモ スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3397,トリドールホールディングス,jp,stock,JPY,consumer,consumer,balanced,トリドールホールディングス プライム（内国株式） 小売業 小売,mid,プライム（内国株式）,小売業,小売,TOPIX Mid400
3399,丸千代山岡家,jp,stock,JPY,consumer,consumer,balanced,丸千代山岡家 スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
339A,プログレス・テクノロジーズ　グループ,jp,stock,JPY,consumer,consumer,balanced,プログレス・テクノロジーズ　グループ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
3401,帝人,jp,stock,JPY,consumer,consumer,balanced,帝人 プライム（内国株式） 繊維製品 素材・化学,mid,プライム（内国株式）,繊維製品,素材・化学,TOPIX Mid400
3402,東レ,jp,stock,JPY,consumer,consumer,balanced,東レ プライム（内国株式） 繊維製品 素材・化学,mid,プライム（内国株式）,繊維製品,素材・化学,TOPIX Mid400
3405,クラレ,jp,stock,JPY,balanced,materials,value,クラレ プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
3407,旭化成,jp,stock,JPY,balanced,materials,value,旭化成 プライム（内国株式） 化学 素材・化学,large,プライム（内国株式）,化学,素材・化学,TOPIX Large70
3409,北紡,jp,stock,JPY,consumer,consumer,balanced,北紡 スタンダード（内国株式） 繊維製品 素材・化学,,スタンダード（内国株式）,繊維製品,素材・化学,-
340A,ジグザグ,jp,stock,JPY,technology,technology,growth,ジグザグ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
3415,ＴＯＫＹＯ　ＢＡＳＥ,jp,stock,JPY,consumer,consumer,balanced,ＴＯＫＹＯ　ＢＡＳＥ プライム（内国株式） 小売業 小売,small,プライム（内国株式）,小売業,小売,TOPIX Small 2
3416,ピクスタ,jp,stock,JPY,consumer,consumer,balanced,ピクスタ スタンダード（内国株式） 小売業 小売,,スタンダード（内国株式）,小売業,小売,-
3417,大木ヘルスケアホールディングス,jp,stock,JPY,trading,industrial,dividend,大木ヘルスケアホールディングス スタンダード（内国株式） 卸売業 商社・卸売,,スタンダード（内国株式）,卸売業,商社・卸売,-
3418,バルニバービ,jp,stock,JPY,consumer,consumer,balanced,バルニバービ グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
341A,トヨコー,jp,stock,JPY,balanced,industrial,balanced,トヨコー グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
3420,ケー・エフ・シー,jp,stock,JPY,balanced,materials,value,ケー・エフ・シー スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3421,稲葉製作所,jp,stock,JPY,balanced,materials,value,稲葉製作所 スタンダード（内国株式） 金属製品 建設・資材,small,スタンダード（内国株式）,金属製品,建設・資材,TOPIX Small 2
3422,Ｊ－ＭＡＸ,jp,stock,JPY,balanced,materials,value,Ｊ－ＭＡＸ スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3423,エスイー,jp,stock,JPY,balanced,materials,value,エスイー スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3426,アトムリビンテック,jp,stock,JPY,balanced,materials,value,アトムリビンテック スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3431,宮地エンジニアリンググループ,jp,stock,JPY,balanced,materials,value,宮地エンジニアリンググループ プライム（内国株式） 金属製品 建設・資材,small,プライム（内国株式）,金属製品,建設・資材,TOPIX Small 1
3433,トーカロ,jp,stock,JPY,balanced,materials,value,トーカロ プライム（内国株式） 金属製品 建設・資材,small,プライム（内国株式）,金属製品,建設・資材,TOPIX Small 1
3434,アルファＣｏ,jp,stock,JPY,balanced,materials,value,アルファＣｏ スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3435,サンコーテクノ,jp,stock,JPY,balanced,materials,value,サンコーテクノ スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3436,ＳＵＭＣＯ,jp,stock,JPY,balanced,materials,value,ＳＵＭＣＯ プライム（内国株式） 金属製品 建設・資材,mid,プライム（内国株式）,金属製品,建設・資材,TOPIX Mid400
3437,特殊電極,jp,stock,JPY,balanced,materials,value,特殊電極 スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3439,三ツ知,jp,stock,JPY,balanced,materials,value,三ツ知 スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
343A,ＩＡＣＥトラベル,jp,stock,JPY,consumer,consumer,balanced,ＩＡＣＥトラベル スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
3440,日創グループ,jp,stock,JPY,balanced,materials,value,日創グループ スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3441,山王,jp,stock,JPY,balanced,materials,value,山王 スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3443,川田テクノロジーズ,jp,stock,JPY,balanced,materials,value,川田テクノロジーズ プライム（内国株式） 金属製品 建設・資材,small,プライム（内国株式）,金属製品,建設・資材,TOPIX Small 2
3444,菊池製作所,jp,stock,JPY,balanced,materials,value,菊池製作所 スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,jp,stock,JPY,balanced,materials,value,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ プライム（内国株式） 金属製品 建設・資材,small,プライム（内国株式）,金属製品,建設・資材,TOPIX Small 1
3446,ジェイテックコーポレーション,jp,stock,JPY,balanced,materials,value,ジェイテックコーポレーション スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3447,信和,jp,stock,JPY,balanced,materials,value,信和 スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3449,テクノフレックス,jp,stock,JPY,balanced,materials,value,テクノフレックス スタンダード（内国株式） 金属製品 建設・資材,,スタンダード（内国株式）,金属製品,建設・資材,-
3452,ビーロット,jp,stock,JPY,balanced,real_estate,balanced,ビーロット スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3454,ファーストブラザーズ,jp,stock,JPY,balanced,real_estate,balanced,ファーストブラザーズ スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3457,Ａｎｄ　Ｄｏホールディングス,jp,stock,JPY,balanced,real_estate,balanced,Ａｎｄ　Ｄｏホールディングス プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3461,パルマ,jp,stock,JPY,balanced,real_estate,balanced,パルマ スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3465,ケイアイスター不動産,jp,stock,JPY,balanced,real_estate,balanced,ケイアイスター不動産 プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 1
3467,アグレ都市デザイン,jp,stock,JPY,balanced,real_estate,balanced,アグレ都市デザイン スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3469,デュアルタップ,jp,stock,JPY,balanced,real_estate,balanced,デュアルタップ スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
3474,Ｇ－ＦＡＣＴＯＲＹ,jp,stock,JPY,balanced,real_estate,balanced,Ｇ－ＦＡＣＴＯＲＹ グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
3475,グッドコムアセット,jp,stock,JPY,balanced,real_estate,balanced,グッドコムアセット プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3477,フォーライフ,jp,stock,JPY,balanced,real_estate,balanced,フォーライフ グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
3479,ティーケーピー,jp,stock,JPY,balanced,real_estate,balanced,ティーケーピー グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
3480,ジェイ・エス・ビー,jp,stock,JPY,balanced,real_estate,balanced,ジェイ・エス・ビー プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3482,ロードスターキャピタル,jp,stock,JPY,balanced,real_estate,balanced,ロードスターキャピタル プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
3484,イノベーションホールディングス,jp,stock,JPY,balanced,real_estate,balanced,イノベーションホールディングス スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
