code,security_name,market,asset_type,currency,theme,sector,tags,aliases,market_cap_tier,source_market_segment,source_industry_33,source_industry_17,source_scale_category
1301,極洋,jp,stock,JPY,consumer,consumer,balanced,極洋 プライム（内国株式） 水産・農林業 食品,small,プライム（内国株式）,水産・農林業,食品,TOPIX Small 1
130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,jp,stock,JPY,healthcare,healthcare,growth,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
1332,ニッスイ,jp,stock,JPY,consumer,consumer,balanced,ニッスイ プライム（内国株式） 水産・農林業 食品,mid,プライム（内国株式）,水産・農林業,食品,TOPIX Mid400
1333,Ｕｍｉｏｓ,jp,stock,JPY,consumer,consumer,balanced,Ｕｍｉｏｓ プライム（内国株式） 水産・農林業 食品,mid,プライム（内国株式）,水産・農林業,食品,TOPIX Mid400
135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,jp,stock,JPY,technology,technology,growth,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1375,ユキグニファクトリー,jp,stock,JPY,consumer,consumer,balanced,ユキグニファクトリー プライム（内国株式） 水産・農林業 食品,small,プライム（内国株式）,水産・農林業,食品,TOPIX Small 2
1376,カネコ種苗,jp,stock,JPY,consumer,consumer,balanced,カネコ種苗 スタンダード（内国株式） 水産・農林業 食品,small,スタンダード（内国株式）,水産・農林業,食品,TOPIX Small 2
1377,サカタのタネ,jp,stock,JPY,consumer,consumer,balanced,サカタのタネ プライム（内国株式） 水産・農林業 食品,small,プライム（内国株式）,水産・農林業,食品,TOPIX Small 1
1379,ホクト,jp,stock,JPY,consumer,consumer,balanced,ホクト プライム（内国株式） 水産・農林業 食品,small,プライム（内国株式）,水産・農林業,食品,TOPIX Small 2
137A,Ｃｏｃｏｌｉｖｅ,jp,stock,JPY,technology,technology,growth,Ｃｏｃｏｌｉｖｅ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1380,秋川牧園,jp,stock,JPY,consumer,consumer,balanced,秋川牧園 スタンダード（内国株式） 水産・農林業 食品,,スタンダード（内国株式）,水産・農林業,食品,-
1381,アクシーズ,jp,stock,JPY,consumer,consumer,balanced,アクシーズ スタンダード（内国株式） 水産・農林業 食品,,スタンダード（内国株式）,水産・農林業,食品,-
1382,ホーブ,jp,stock,JPY,consumer,consumer,balanced,ホーブ スタンダード（内国株式） 水産・農林業 食品,,スタンダード（内国株式）,水産・農林業,食品,-
1383,ベルグアース,jp,stock,JPY,consumer,consumer,balanced,ベルグアース スタンダード（内国株式） 水産・農林業 食品,,スタンダード（内国株式）,水産・農林業,食品,-
1384,ホクリヨウ,jp,stock,JPY,consumer,consumer,balanced,ホクリヨウ スタンダード（内国株式） 水産・農林業 食品,,スタンダード（内国株式）,水産・農林業,食品,-
138A,光フードサービス,jp,stock,JPY,consumer,consumer,balanced,光フードサービス グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
1401,エムビーエス,jp,stock,JPY,balanced,industrial,balanced,エムビーエス グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
1407,ウエストホールディングス,jp,stock,JPY,balanced,industrial,balanced,ウエストホールディングス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1414,ショーボンドホールディングス,jp,stock,JPY,balanced,industrial,balanced,ショーボンドホールディングス プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1417,ミライト・ワン,jp,stock,JPY,balanced,industrial,balanced,ミライト・ワン プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1418,インターライフホールディングス,jp,stock,JPY,balanced,industrial,balanced,インターライフホールディングス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1419,タマホーム,jp,stock,JPY,balanced,industrial,balanced,タマホーム プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
141A,トライアルホールディングス,jp,stock,JPY,consumer,consumer,balanced,トライアルホールディングス グロース（内国株式） 小売業 小売,,グロース（内国株式）,小売業,小売,-
1420,サンヨーホームズ,jp,stock,JPY,balanced,industrial,balanced,サンヨーホームズ スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1429,日本アクア,jp,stock,JPY,balanced,industrial,balanced,日本アクア プライム（内国株式） 建設業 建設・資材,,プライム（内国株式）,建設業,建設・資材,-
142A,ジンジブ,jp,stock,JPY,consumer,consumer,balanced,ジンジブ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1430,ファーストコーポレーション,jp,stock,JPY,balanced,industrial,balanced,ファーストコーポレーション スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1431,Ｌｉｂ　Ｗｏｒｋ,jp,stock,JPY,balanced,industrial,balanced,Ｌｉｂ　Ｗｏｒｋ グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
1433,ベステラ,jp,stock,JPY,balanced,industrial,balanced,ベステラ プライム（内国株式） 建設業 建設・資材,,プライム（内国株式）,建設業,建設・資材,-
1434,ＪＥＳＣＯホールディングス,jp,stock,JPY,balanced,industrial,balanced,ＪＥＳＣＯホールディングス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1435,ｒｏｂｏｔ　ｈｏｍｅ,jp,stock,JPY,balanced,real_estate,balanced,ｒｏｂｏｔ　ｈｏｍｅ スタンダード（内国株式） 不動産業 不動産,small,スタンダード（内国株式）,不動産業,不動産,TOPIX Small 2
1436,グリーンエナジー＆カンパニー,jp,stock,JPY,balanced,industrial,balanced,グリーンエナジー＆カンパニー グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
1438,岐阜造園,jp,stock,JPY,balanced,industrial,balanced,岐阜造園 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
143A,イシン,jp,stock,JPY,consumer,consumer,balanced,イシン グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1443,技研ホールディングス,jp,stock,JPY,balanced,industrial,balanced,技研ホールディングス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1444,ニッソウ,jp,stock,JPY,balanced,industrial,balanced,ニッソウ グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
1446,キャンディル,jp,stock,JPY,balanced,industrial,balanced,キャンディル スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1447,ＳＡＡＦホールディングス,jp,stock,JPY,balanced,industrial,balanced,ＳＡＡＦホールディングス グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
1450,ＴＡＮＡＫＥＮ,jp,stock,JPY,balanced,industrial,balanced,ＴＡＮＡＫＥＮ スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
145A,Ｌ　ｉｓ　Ｂ,jp,stock,JPY,technology,technology,growth,Ｌ　ｉｓ　Ｂ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
146A,コロンビア・ワークス,jp,stock,JPY,balanced,real_estate,balanced,コロンビア・ワークス スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
147A,ソラコム,jp,stock,JPY,technology,technology,growth,ソラコム グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
148A,ハッチ・ワーク,jp,stock,JPY,technology,technology,growth,ハッチ・ワーク グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1491,中外鉱業,jp,stock,JPY,balanced,materials,value,中外鉱業 スタンダード（内国株式） 非鉄金属 鉄鋼・非鉄,,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄,-
149A,シンカ,jp,stock,JPY,technology,technology,growth,シンカ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
150A,ＪＳＨ,jp,stock,JPY,consumer,consumer,balanced,ＪＳＨ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1514,住石ホールディングス,jp,stock,JPY,energy,energy,dividend,住石ホールディングス スタンダード（内国株式） 鉱業 エネルギー資源,small,スタンダード（内国株式）,鉱業,エネルギー資源,TOPIX Small 2
1515,日鉄鉱業,jp,stock,JPY,energy,energy,dividend,日鉄鉱業 プライム（内国株式） 鉱業 エネルギー資源,small,プライム（内国株式）,鉱業,エネルギー資源,TOPIX Small 1
1518,三井松島ホールディングス,jp,stock,JPY,consumer,consumer,balanced,三井松島ホールディングス プライム（内国株式） その他製品 情報通信・サービスその他,small,プライム（内国株式）,その他製品,情報通信・サービスその他,TOPIX Small 1
151A,ダイブ,jp,stock,JPY,consumer,consumer,balanced,ダイブ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
153A,カウリス,jp,stock,JPY,technology,technology,growth,カウリス グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
155A,情報戦略テクノロジー,jp,stock,JPY,technology,technology,growth,情報戦略テクノロジー グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
156A,マテリアルグループ,jp,stock,JPY,consumer,consumer,balanced,マテリアルグループ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
157A,グリーンモンスター,jp,stock,JPY,consumer,consumer,balanced,グリーンモンスター グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1605,ＩＮＰＥＸ,jp,stock,JPY,energy,energy,dividend,ＩＮＰＥＸ プライム（内国株式） 鉱業 エネルギー資源,mid,プライム（内国株式）,鉱業,エネルギー資源,TOPIX Mid400
160A,アズパートナーズ,jp,stock,JPY,consumer,consumer,balanced,アズパートナーズ スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
1662,石油資源開発,jp,stock,JPY,energy,energy,dividend,石油資源開発 プライム（内国株式） 鉱業 エネルギー資源,small,プライム（内国株式）,鉱業,エネルギー資源,TOPIX Small 1
1663,Ｋ＆Ｏエナジーグループ,jp,stock,JPY,energy,energy,dividend,Ｋ＆Ｏエナジーグループ プライム（内国株式） 鉱業 エネルギー資源,small,プライム（内国株式）,鉱業,エネルギー資源,TOPIX Small 1
166A,タスキホールディングス,jp,stock,JPY,balanced,real_estate,balanced,タスキホールディングス グロース（内国株式） 不動産業 不動産,,グロース（内国株式）,不動産業,不動産,-
167A,リョーサン菱洋ホールディングス,jp,stock,JPY,trading,industrial,dividend,リョーサン菱洋ホールディングス プライム（内国株式） 卸売業 商社・卸売,small,プライム（内国株式）,卸売業,商社・卸売,TOPIX Small 1
168A,イタミアート,jp,stock,JPY,consumer,consumer,balanced,イタミアート グロース（内国株式） その他製品 情報通信・サービスその他,,グロース（内国株式）,その他製品,情報通信・サービスその他,-
1711,ＳＤＳホールディングス,jp,stock,JPY,balanced,industrial,balanced,ＳＤＳホールディングス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1716,第一カッター興業,jp,stock,JPY,balanced,industrial,balanced,第一カッター興業 スタンダード（内国株式） 建設業 建設・資材,small,スタンダード（内国株式）,建設業,建設・資材,TOPIX Small 2
1717,明豊ファシリティワークス,jp,stock,JPY,consumer,consumer,balanced,明豊ファシリティワークス スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
1718,美樹工業,jp,stock,JPY,balanced,industrial,balanced,美樹工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1719,安藤・間,jp,stock,JPY,balanced,industrial,balanced,安藤・間 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1720,東急建設,jp,stock,JPY,balanced,industrial,balanced,東急建設 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1721,コムシスホールディングス,jp,stock,JPY,balanced,industrial,balanced,コムシスホールディングス プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1723,日本電技,jp,stock,JPY,balanced,industrial,balanced,日本電技 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1724,シンクレイヤ,jp,stock,JPY,balanced,industrial,balanced,シンクレイヤ スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1726,ビーアールホールディングス,jp,stock,JPY,balanced,industrial,balanced,ビーアールホールディングス プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1736,オーテック,jp,stock,JPY,balanced,industrial,balanced,オーテック スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
173A,ハンモック,jp,stock,JPY,technology,technology,growth,ハンモック グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1758,太洋基礎工業,jp,stock,JPY,balanced,industrial,balanced,太洋基礎工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
175A,Ｗｉｌｌ　Ｓｍａｒｔ,jp,stock,JPY,technology,technology,growth,Ｗｉｌｌ　Ｓｍａｒｔ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1762,高松コンストラクショングループ,jp,stock,JPY,balanced,industrial,balanced,高松コンストラクショングループ プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1764,工藤建設,jp,stock,JPY,balanced,industrial,balanced,工藤建設 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1766,東建コーポレーション,jp,stock,JPY,balanced,industrial,balanced,東建コーポレーション プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1768,ソネック,jp,stock,JPY,balanced,industrial,balanced,ソネック スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1770,藤田エンジニアリング,jp,stock,JPY,balanced,industrial,balanced,藤田エンジニアリング スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1773,ワイ・ティー・エル・コーポレーション・バーハッド,jp,stock,JPY,balanced,industrial,balanced,ワイ・ティー・エル・コーポレーション・バーハッド プライム（外国株式） 建設業 建設・資材,,プライム（外国株式）,建設業,建設・資材,-
1776,三井住建道路,jp,stock,JPY,balanced,industrial,balanced,三井住建道路 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
177A,コージンバイオ,jp,stock,JPY,balanced,materials,value,コージンバイオ グロース（内国株式） 化学 素材・化学,,グロース（内国株式）,化学,素材・化学,-
1780,ヤマウラ,jp,stock,JPY,balanced,industrial,balanced,ヤマウラ プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1783,ｆａｎｔａｓｉｓｔａ,jp,stock,JPY,balanced,real_estate,balanced,ｆａｎｔａｓｉｓｔａ スタンダード（内国株式） 不動産業 不動産,,スタンダード（内国株式）,不動産業,不動産,-
1786,オリエンタル白石,jp,stock,JPY,balanced,industrial,balanced,オリエンタル白石 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1787,ナカボーテック,jp,stock,JPY,balanced,industrial,balanced,ナカボーテック スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1788,三東工業社,jp,stock,JPY,balanced,industrial,balanced,三東工業社 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1793,大本組,jp,stock,JPY,balanced,industrial,balanced,大本組 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1795,マサル,jp,stock,JPY,balanced,industrial,balanced,マサル スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1798,守谷商会,jp,stock,JPY,balanced,industrial,balanced,守谷商会 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1799,第一建設工業,jp,stock,JPY,balanced,industrial,balanced,第一建設工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1801,大成建設,jp,stock,JPY,balanced,industrial,balanced,大成建設 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1802,大林組,jp,stock,JPY,balanced,industrial,balanced,大林組 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1803,清水建設,jp,stock,JPY,balanced,industrial,balanced,清水建設 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1807,佐藤渡辺,jp,stock,JPY,balanced,industrial,balanced,佐藤渡辺 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1808,長谷工コーポレーション,jp,stock,JPY,balanced,industrial,balanced,長谷工コーポレーション プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1810,松井建設,jp,stock,JPY,balanced,industrial,balanced,松井建設 スタンダード（内国株式） 建設業 建設・資材,small,スタンダード（内国株式）,建設業,建設・資材,TOPIX Small 2
1811,錢高組,jp,stock,JPY,balanced,industrial,balanced,錢高組 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1812,鹿島建設,jp,stock,JPY,balanced,industrial,balanced,鹿島建設 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1813,不動テトラ,jp,stock,JPY,balanced,industrial,balanced,不動テトラ プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1814,大末建設,jp,stock,JPY,balanced,industrial,balanced,大末建設 プライム（内国株式） 建設業 建設・資材,,プライム（内国株式）,建設業,建設・資材,-
1815,鉄建建設,jp,stock,JPY,balanced,industrial,balanced,鉄建建設 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1820,西松建設,jp,stock,JPY,balanced,industrial,balanced,西松建設 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1822,大豊建設,jp,stock,JPY,balanced,industrial,balanced,大豊建設 スタンダード（内国株式） 建設業 建設・資材,small,スタンダード（内国株式）,建設業,建設・資材,TOPIX Small 2
1826,佐田建設,jp,stock,JPY,balanced,industrial,balanced,佐田建設 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1827,ナカノフドー建設,jp,stock,JPY,balanced,industrial,balanced,ナカノフドー建設 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1828,田辺工業,jp,stock,JPY,balanced,industrial,balanced,田辺工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1833,奥村組,jp,stock,JPY,balanced,industrial,balanced,奥村組 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1835,東鉄工業,jp,stock,JPY,balanced,industrial,balanced,東鉄工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1840,土屋ホールディングス,jp,stock,JPY,balanced,industrial,balanced,土屋ホールディングス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1844,大盛工業,jp,stock,JPY,balanced,industrial,balanced,大盛工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1847,イチケン,jp,stock,JPY,balanced,industrial,balanced,イチケン スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1848,富士ピー・エス,jp,stock,JPY,balanced,industrial,balanced,富士ピー・エス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
184A,学びエイド,jp,stock,JPY,technology,technology,growth,学びエイド グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1850,南海辰村建設,jp,stock,JPY,balanced,industrial,balanced,南海辰村建設 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1852,淺沼組,jp,stock,JPY,balanced,industrial,balanced,淺沼組 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1853,森組,jp,stock,JPY,balanced,industrial,balanced,森組 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1860,戸田建設,jp,stock,JPY,balanced,industrial,balanced,戸田建設 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1861,熊谷組,jp,stock,JPY,balanced,industrial,balanced,熊谷組 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1866,北野建設,jp,stock,JPY,balanced,industrial,balanced,北野建設 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1867,植木組,jp,stock,JPY,balanced,industrial,balanced,植木組 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
186A,アストロスケールホールディングス,jp,stock,JPY,consumer,consumer,balanced,アストロスケールホールディングス グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1870,矢作建設工業,jp,stock,JPY,balanced,industrial,balanced,矢作建設工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1871,ピーエス・コンストラクション,jp,stock,JPY,balanced,industrial,balanced,ピーエス・コンストラクション プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1873,日本ハウスホールディングス,jp,stock,JPY,balanced,industrial,balanced,日本ハウスホールディングス プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1878,大東建託,jp,stock,JPY,balanced,real_estate,balanced,大東建託 プライム（内国株式） 不動産業 不動産,mid,プライム（内国株式）,不動産業,不動産,TOPIX Mid400
1879,新日本建設,jp,stock,JPY,balanced,industrial,balanced,新日本建設 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1882,東亜道路工業,jp,stock,JPY,balanced,industrial,balanced,東亜道路工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1885,東亜建設工業,jp,stock,JPY,balanced,industrial,balanced,東亜建設工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1887,日本国土開発,jp,stock,JPY,balanced,industrial,balanced,日本国土開発 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1888,若築建設,jp,stock,JPY,balanced,industrial,balanced,若築建設 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1893,五洋建設,jp,stock,JPY,balanced,industrial,balanced,五洋建設 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1897,金下建設,jp,stock,JPY,balanced,industrial,balanced,金下建設 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1898,世紀東急工業,jp,stock,JPY,balanced,industrial,balanced,世紀東急工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1899,福田組,jp,stock,JPY,balanced,industrial,balanced,福田組 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
189A,Ｄ＆Ｍカンパニー,jp,stock,JPY,consumer,consumer,balanced,Ｄ＆Ｍカンパニー グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1904,大成温調,jp,stock,JPY,balanced,industrial,balanced,大成温調 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1905,テノックス,jp,stock,JPY,balanced,industrial,balanced,テノックス スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1909,日本ドライケミカル,jp,stock,JPY,balanced,industrial,balanced,日本ドライケミカル スタンダード（内国株式） 機械 機械,,スタンダード（内国株式）,機械,機械,-
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,jp,stock,JPY,healthcare,healthcare,growth,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
1911,住友林業,jp,stock,JPY,balanced,industrial,balanced,住友林業 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1914,日本基礎技術,jp,stock,JPY,balanced,industrial,balanced,日本基礎技術 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1921,巴コーポレーション,jp,stock,JPY,balanced,industrial,balanced,巴コーポレーション スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1925,大和ハウス工業,jp,stock,JPY,balanced,industrial,balanced,大和ハウス工業 プライム（内国株式） 建設業 建設・資材,large,プライム（内国株式）,建設業,建設・資材,TOPIX Large70
1926,ライト工業,jp,stock,JPY,balanced,industrial,balanced,ライト工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1928,積水ハウス,jp,stock,JPY,balanced,industrial,balanced,積水ハウス プライム（内国株式） 建設業 建設・資材,large,プライム（内国株式）,建設業,建設・資材,TOPIX Large70
1929,日特建設,jp,stock,JPY,balanced,industrial,balanced,日特建設 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
192A,インテグループ,jp,stock,JPY,consumer,consumer,balanced,インテグループ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
