symbol,status,bar_count,code,message,batch_index
CSCO,ok,7,,,1
AIOT,ok,7,,,1
ARBE,ok,7,,,1
BBIO,ok,7,,,1
BRCB,ok,7,,,1
CDZI,ok,7,,,1
COLL,ok,7,,,1
D,ok,7,,,1
EDSA,ok,7,,,1
FANG,ok,7,,,1
FTFT,ok,7,,,2
GS,ok,7,,,2
HYFM,ok,7,,,2
IXHL,ok,7,,,2
LBTYA,ok,7,,,2
MAS,ok,7,,,2
MRNA,ok,7,,,2
NOV,ok,7,,,2
OPBK,ok,7,,,2
PL,ok,7,,,2
R,ok,7,,,3
RWAY,ok,7,,,3
SLNH,ok,7,,,3
SWK,ok,7,,,3
TPH,ok,2,,,3
UUU,ok,7,,,3
WING,ok,7,,,3
LOMA,ok,7,,,3
JOYY,ok,7,,,3
ZLAB,ok,7,,,3
