symbol,market,reason,manifest
028260.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
030000.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
030200.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
032830.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
033780.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
034020.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
034220.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
034730.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
035420.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
035720.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
035900.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
036460.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
041510.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
042660.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
047810.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
051900.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
051910.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
054780.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
114090.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
376300.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0006.json
018290.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
055550.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
064350.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
066570.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
068270.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
069500.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
078020.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
079550.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
086790.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
090430.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
096770.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
097950.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
102780.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
105560.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
108670.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
122870.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
139130.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
173940.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
181710.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
182360.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
192820.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
207940.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
267270.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
271560.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
294870.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
316140.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
352820.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
373220.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
383800.KS,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
393890.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
950170.KQ,korea,metadata_fetched_but_no_blank_target_changed,data/marketdata/refresh_runs/weak-asia_20260626_045039/chunk_0007.json
