symbol,name,market,asset_type,case_type,as_of,lookback_days,forward_days,upward_signal_score,upside_signal_score,downside_signal_score,risk_signal_score,chart_shape_label,signal_reason,forward_return_20d,forward_return_60d,forward_return_120d,max_drawdown_after_signal,benchmark_return,excess_return,success_flag,false_positive_flag,adjustment_note
6723.T,Renesas Electronics,jp,stock,already_rising,2023-11-24,60,60,53.16,81.3500,31.810233129995474,68.189766870004526,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく5点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-2.026500389711613406079501170,0.506625097427903351519875300,12.86048324240062353858144970,-11.73080498233872467001301357,,,False,False,
6723.T,Renesas Electronics,jp,stock,sideways,2026-04-13,60,60,69.23,71.4000,46.34520475756578,53.65479524243422,横ばい上放れ候補,形状は「横ばい上放れ候補」。予測は上向き。下落安全性を確認。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,44.09324377716317661003555910,88.14697747925721058870011850,,-14.44811905746176105828854899,,,True,False,
9101.T,日本郵船,jp,stock,sideways,2016-11-14,60,60,79.57,79.0500,22.936537627914916,77.063462372085084,横ばい上放れ候補,形状は「横ばい上放れ候補」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,17.07317421735585297598150290,18.04878697982527616776554910,3.902442117903319516183583800,-12.50000461455304167340055862,,,True,False,
9101.T,日本郵船,jp,stock,chart_shape,2019-02-22,60,60,9.62,26.8500,75,25,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性を確認。危険条件は上限固定ではなく26点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-10.48834592666046947223935409,-8.934520287567034899763068480,-11.26526382682491700470514717,-13.44936708860759493670886076,,,False,False,
9101.T,日本郵船,jp,stock,chart_shape,2021-07-14,60,60,71.87,100,22.84925581908936,77.15074418091064,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく6点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,60.42471420523069416133204070,44.01545212240805895967953860,87.25868695842933114964149860,-32.93903177558060096315811256,,,True,False,
9101.T,日本郵船,jp,stock,already_rising,2023-11-24,60,60,60.37,95.6500,5.38663502449939,94.61336497550061,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく8点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,15.99696739954510993176648980,21.22820318423047763457164520,23.80591357088703563305534500,-10.04306969459671104150352388,,,True,False,
9101.T,日本郵船,jp,stock,chart_shape,2026-04-13,60,60,74.19,100,15.4564651123066,84.5435348876934,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-9.927916120576671035386631720,-13.40104849279161205766710354,,-16.95275461827693313715873794,,,False,True,
CAT,Caterpillar,us,stock,chart_shape,2016-11-07,60,60,61.49,41.0500,15,85,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,13.69552384561566567164179100,11.37910302005597611940298510,21.20597269997668059701492540,-5.768258619755478557044118020,,,True,False,
CAT,Caterpillar,us,stock,chart_shape,2019-03-19,60,60,85.78,71.2500,0,100,押し目反発待ち,形状は「押し目反発待ち」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,5.874025524662367067129725100,-5.203127875596565498032458710,-5.143491770718004949077911460,-16.42717839808473101514148586,,,False,True,
CAT,Caterpillar,us,stock,sideways,2021-07-23,60,60,83.81,67.9000,0,100,横ばい上放れ候補,形状は「横ばい上放れ候補」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-2.190615360393041593813345580,-5.416888354717584667090260690,6.142316227827492880903218500,-14.76134651273413098568099554,,,False,True,
CAT,Caterpillar,us,stock,chart_shape,2023-11-29,60,60,65.70,64.0000,0,100,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,19.01383384037941763993522850,31.34095365444790448747202730,42.68992054357868510822406170,-6.537632682676555022747941510,,,True,False,
CAT,Caterpillar,us,stock,already_rising,2026-04-13,60,60,43.91,71.1000,31.25295590277388,68.74704409722612,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく8点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,17.05884593111283466844448500,18.52399653892811615189492450,,-11.87998937601999894310427698,,,True,False,
CRM,Salesforce,us,stock,chart_shape,2016-11-07,60,60,0.00,0,78.862726270022115,21.137273729977885,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性を確認。危険条件は上限固定ではなく34点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-7.444298922665538961741224840,5.124503114452720813887095400,14.14153716194933840912020560,-12.03548075733588461430214154,,,False,False,
CRM,Salesforce,us,stock,already_rising,2019-03-19,60,60,60.28,72.1500,0,100,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく5点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-3.196480490753506645434240230,-7.680105472090743004115302950,-8.778137029572627475539209680,-13.08774557899543369341018831,,,False,False,
CRM,Salesforce,us,stock,already_rising,2021-07-23,60,60,53.06,56.1500,15,85,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく5点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,3.174221503650553877139979900,17.50252254059667673716012080,-4.197380934116938569989929510,-5.297064252412836379285955140,,,True,False,
CRM,Salesforce,us,stock,chart_shape,2023-11-29,60,60,58.76,48.3500,15,85,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,15.29410876287026816515060660,30.01953204438356962020555480,23.21250262814170015127450210,-6.035549067469597754911131900,,,True,False,
CRM,Salesforce,us,stock,chart_shape,2026-04-13,60,60,57.51,53.2500,31.795317888600486,68.204682111399514,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく6点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,2.702232363747193927705022400,-5.971535057777143638157107070,,-28.37786701063004503023289178,,,False,False,
CVX,Chevron,us,stock,chart_shape,2016-11-07,60,60,46.10,33.8000,35,65,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性は相対的に良好。危険条件は上限固定ではなく3点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,5.531121896591101500574110500,6.289191686166185231412297000,-1.394476261158220902688056500,-6.542053433256537703917056820,,,False,False,
CVX,Chevron,us,stock,chart_shape,2019-03-19,60,60,29.23,30.3000,55,45,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性は相対的に良好。危険条件は上限固定ではなく11点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-3.280651860152130917317288360,-3.488182598792986761464776290,-4.701468268709618328502789490,-10.12788269667416717945972233,,,False,False,
CVX,Chevron,us,stock,chart_shape,2021-07-23,60,60,89.45,66.5000,0,100,押し目反発待ち,形状は「押し目反発待ち」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-4.612580953308507177036875210,10.82338345355199296627911750,28.79830168413134373598833810,-8.322797944180435313449723260,,,True,False,
CVX,Chevron,us,stock,sideways,2023-11-29,60,60,85.44,75.6000,0,100,横ばい上放れ候補,形状は「横ばい上放れ候補」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,4.071989758342603785071346200,5.732749489306124119392906500,9.492045941560881954130792500,-6.948360398552635711828976680,,,False,True,
CVX,Chevron,us,stock,chart_shape,2026-04-13,60,60,90.09,78.5000,0,100,押し目反発待ち,形状は「押し目反発待ち」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-3.670869397717821080960814860,-9.244966023773421991418346010,,-15.99999876227820025348542459,,,False,True,
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,etf,2016-11-07,60,60,65.57,41.5000,15,85,蓄積上昇準備,形状は「蓄積上昇準備」。予測は上向き。下落安全性は相対的に良好。ETFには個別株の配当罠判定を適用しません。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-0.1624688321031950446951125700,1.520256720233285338135952300,1.914821354230400617102546000,-3.133337595004427279635338760,,,False,True,
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,etf,2019-03-19,60,60,11.16,34.3000,75,25,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性を確認。危険条件は上限固定ではなく26点減点。ETFには個別株の配当罠判定を適用しません。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,1.223770845007887716746843200,0.641020282984735956094661200,1.666666963068940312183914100,-2.667586135749008637719232140,,,False,False,
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,etf,2021-07-23,60,60,32.76,38.2500,55,45,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性は相対的に良好。危険条件は上限固定ではなく11点減点。ETFには個別株の配当罠判定を適用しません。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-0.7504218938213857335350160000,-0.8754936552408823193497447300,-1.671396978187126569561832290,-1.872023527688716592710589590,,,False,False,
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,etf,2023-11-29,60,60,16.65,28.0000,65,35,反転材料弱め,形状は「反転材料弱め」。予測の上向き材料は不足。下落安全性を確認。危険条件は上限固定ではなく2E+1点減点。ETFには個別株の配当罠判定を適用しません。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,2.425845753857110751023848500,1.779826633195898553087161100,1.634802753743744595906076300,-1.757765850228155853431054320,,,False,False,
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,etf,2026-04-13,60,60,66.36,45.8500,15,85,蓄積上昇準備,形状は「蓄積上昇準備」。予測は上向き。下落安全性は相対的に良好。ETFには個別株の配当罠判定を適用しません。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-0.3488646546776936801829395800,-0.6354374815051842789504595100,,-1.611907039258587229185990120,,,False,True,
META,Meta Platforms,us,stock,chart_shape,2016-11-07,60,60,73.15,78.4500,0,100,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく6点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-3.962344581927605467927511170,7.228812191041539137347084800,25.07572400392369906008440760,-7.382062533273420009644440360,,,False,True,
META,Meta Platforms,us,stock,sideways,2019-03-19,60,60,75.32,50.0500,16.20995340853026,83.79004659146974,横ばい上放れ候補,形状は「横ばい上放れ候補」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく6点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,10.70742526999659635617451590,9.840931593558837067456745200,16.82861047846317136345589600,-16.02292276493908113429087353,,,True,False,
META,Meta Platforms,us,stock,already_rising,2021-07-23,60,60,51.18,59.0500,0,100,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく8点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-2.817819082980599820441751590,-9.316101411876392068569991940,-9.878579176067504414767369720,-15.28337557734502320080196281,,,False,False,
META,Meta Platforms,us,stock,chart_shape,2023-11-29,60,60,61.24,54.2500,15,85,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,7.862731534431488407087206600,46.61347678983016904091945910,40.81275785377469741206904950,-4.440096164357638075500228280,,,True,False,
META,Meta Platforms,us,stock,already_rising,2026-04-13,60,60,51.67,68.6500,21.381172191655565,78.618827808344435,上昇済み・兆候薄め,形状は「上昇済み・兆候薄め」。予測は上向き。下落安全性は相対的に良好。危険条件は上限固定ではなく8点減点。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-5.621490283893829825300544240,-0.4806784056390160194072030600,,-21.15750421298154678962629683,,,False,False,
MRK,Merck,us,stock,chart_shape,2016-11-07,60,60,56.61,45.7500,35,65,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,0.383016801223850972301723400,7.060785442751831588054648700,4.412988405173616181628629100,-9.375001153922418044367955270,,,False,False,
MRK,Merck,us,stock,sideways,2019-03-19,60,60,67.70,43.6000,15,85,蓄積上昇準備,形状は「蓄積上昇準備」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,-5.310698737463488591849448840,1.208643531959054074447295000,1.904537484319440291590149500,-12.13685865622189572669898482,,,False,True,
MRK,Merck,us,stock,chart_shape,2021-07-23,60,60,64.81,47.9000,0,100,反転材料弱め,形状は「反転材料弱め」。予測は上向き。下落安全性は相対的に良好。上向きの確定や買い推奨ではなく、下落理由と危険度を深掘りする候補です。,1.470208119922985178237147000,-0.5029654179051510037826764100,4.720139269410219889699742300,-9.070152682734306625184140940,,,False,False,
